Title,IMDB ID,Released in Theaters,Release Year,Rating,Rotten Tomatoes,Wikipedia ID
Rachel Getting Married,tt1084950,False,2008,R,770784042,18678217
The Taking of Pelham 123,tt1111422,False,2009,R,770674198,16166559
House Arrest,tt11163028,False,2019,NR,0,0
Elisa & Marcela,tt6704898,False,2019,NR,0,59835519
The Love Guru,tt0811138,False,2008,PG-13,770681508,12918906
Dumb and Dumberer: When Harry Met Lloyd,tt0329028,False,2003,PG-13,11624,1236447
Blue Ruin,tt2359024,False,2013,R,771355909,39477050
The Last Summer,tt7957694,False,2019,NR,0,57629350
A Perfect Ending,tt1823059,False,2012,NR,771307100,33647512
Monster House,tt0385880,False,2006,PG,190815981,2692284
Like Father,tt7170950,False,2018,R,0,0
Doubt,tt0918927,False,2008,PG-13,770771570,14965069
Wine Country,tt8169446,False,2019,R,0,0
Milk,tt1013753,False,2008,R,770684396,15161999
Aeon Flux,tt0402022,False,2005,PG-13,23089,2444093
Sand Castle,tt2582576,False,2017,NR,771432222,48498443
War,tt0499556,False,2007,R,0,5795788
My Week with Marilyn,tt1655420,False,2011,R,771219504,29034540
Sinister 2,tt2752772,False,2015,R,771379327,43653262
From Paris with Love,tt1179034,False,2010,R,770801768,20072184
Next,tt0435705,False,2007,PG-13,611219283,1964091
My Sister's Keeper,tt1078588,False,2009,PG-13,770785740,15739815
Harold & Kumar Escape from Guantanamo Bay,tt0481536,False,2008,R,770672311,3412648
Beavis and Butt-head Do America,tt0115641,False,1996,PG-13,10358,1528430
Colonia,tt4005402,False,2016,NR,771428866,44279559
Starsky & Hutch,tt0335438,False,2004,PG-13,11462,547448
A.M.I,tt8712750,False,2019,NR,0,0
"I, Daniel Blake",tt5168192,False,2016,R,771443126,50172041
Shimmer Lake,tt1386691,False,2017,NR,771473011,54162144
Don't Be Afraid of the Dark,tt1270761,False,2010,R,770875156,24026566
Suite Française,tt0900387,False,2014,NR,771399933,39841795
Inkheart,tt0494238,False,2008,PG,770673032,6846215
The Physician,tt2101473,False,2013,R,771324684,39393677
Ip Man 2,tt1386932,False,2010,R,771040112,22475851
24 Hours to Live,tt5442456,False,2017,R,771484543,586746
BASEketball,tt0131857,False,1998,R,13128,19878320
The Water Diviner,tt3007512,False,2014,R,771380168,39719095
The Week Of,tt6821012,False,2018,NR,771472108,54733106
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,tt0116126,False,1996,R,17240,2156510
The Signal,tt2910814,False,2014,PG-13,771371889,39399292
Rocky II,tt0079817,False,1979,PG,11676,149433
Shark Night,tt1633356,False,2011,PG-13,771208380,29518461
Mutiny on the Bounty,tt0056264,False,1962,NR,496030509,3992363
The Rover,tt2345737,False,2014,R,771312867,38419474
The Christmas Candle,tt2739338,False,2013,PG,771359569,40831198
9,tt0472033,False,2009,PG-13,770768851,12940547
Duck Butter,tt6958014,False,2018,NR,0,0
The Brave One,tt0476964,False,2007,R,770670843,12000999
Barely Lethal,tt1731701,False,2015,PG-13,771418046,39483120
High Flying Bird,tt8128188,False,2019,NR,0,0
The Great Raid,tt0326905,False,2005,R,3617,2317900
Left Behind,tt2467046,False,2014,PG-13,771319645,39283376
USS Indianapolis: Men of Courage,tt2032572,False,2016,R,771419131,45239477
Lez Bomb,tt3496790,False,2018,NR,0,0
All the Boys Love Mandy Lane,tt0490076,False,2008,R,770671898,12138300
Father of the Year,tt7256866,False,2018,NR,0,0
Brooklyn's Finest,tt1210042,False,2009,R,770782168,17776794
First They Killed My Father,tt4882376,False,2017,NR,771422369,47352743
The Tuxedo,tt0290095,False,2002,PG-13,11896,277713
The Kindergarten Teacher,tt6952960,False,2018,NR,0,0
The Man Without Gravity,tt9646240,False,2019,NR,0,0
A Futile and Stupid Gesture,tt5566790,False,2018,NR,771440782,50094236
Paddleton,tt8041276,False,2019,NR,0,56653206
Nowhere Boy,tt1266029,False,2009,R,770817089,21779605
The Iron Lady,tt1007029,False,2011,PG-13,771241349,30548208
Sextuplets,tt8976710,False,2019,NR,0,0
Circle,tt3118452,False,2015,NR,771417219,48327446
Equals,tt3289728,False,2015,PG-13,771390972,41776431
Happy as Lazzaro,tt6752992,False,2018,NR,0,0
Ballerina,tt2261287,False,2016,PG,0,0
Sandy Wexler,tt5893332,False,2017,NR,771446839,52247271
Immoral Tales,tt0071359,False,1973,R,225004804,4330835
I'll See You in My Dreams,tt3236120,False,2015,PG-13,771413842,45314193
Kickboxer: Vengeance,tt3082898,False,2016,NR,771439786,44581116
Ninja Assassin,tt1186367,False,2009,R,770780587,17527920
Charlotte's Web,tt0070016,False,1973,G,9547,3777574
Evan Almighty,tt0413099,False,2007,PG,398745185,2576917
Queen of the Desert,tt1837636,False,2015,PG-13,0,0
Private Life,tt5536610,False,2018,NR,0,0
Turbo,tt1860353,False,2013,PG,771235150,34643655
Come And Find Me,tt2597768,False,2016,R,771455545,47471058
Kickboxer: Retaliation,tt5208950,False,2018,NR,0,0
Kill the Messenger,tt1216491,False,2014,R,771359639,39436144
XXX: State of the Union,tt0329774,False,2005,PG-13,19,1745296
Point Blank,tt2499472,False,2019,NR,771509869,57736413
Goon: Last of the Enforcers,tt2417712,False,2017,R,771419119,46959749
Family Blood,tt7895904,False,2018,NR,0,0
Rumble in the Bronx,tt0113326,False,1995,R,14249,165990
Then Came You,tt4859168,False,2019,NR,0,0
Into the Forest,tt2625810,False,2016,R,771428882,0
Cat on a Hot Tin Roof,tt0051459,False,1958,NR,21695,3511234
I Am the Pretty Thing That Lives in the House,tt5059406,False,2016,NR,771449918,0
Spooks: The Greater Good,tt3321300,False,2015,NR,771406974,40951229
Spy Kids 2: The Island of Lost Dreams,tt0287717,False,2002,PG,10512,33577424
21 and Over,tt1711425,False,2013,R,771304584,34098133
The Open House,tt7608028,False,2018,NR,771489158,56041583
In Order of Disappearance,tt2675914,False,2014,NR,771373141,41683146
Otherhood,tt4180560,False,2019,R,0,0
Palm Trees in the Snow,tt3202202,False,2015,NR,0,0
The Vault,tt1785635,False,2017,NR,771474812,54910082
The Flintstones in Viva Rock Vegas,tt0158622,False,2000,PG,12255,612018
The Garden of Words,tt2591814,False,2013,NR,771357429,38009185
Sierra Burgess Is a Loser,tt3120280,False,2018,NR,771485479,55097768
Beyond Skyline,tt1724970,False,2017,R,771485446,44951089
The Discovery,tt5155780,False,2017,NR,771438739,50015824
An American Tail,tt0090633,False,1986,G,9541,973077
The Black Room,tt5431600,False,2016,NR,771470587,0
Stonehearst Asylum,tt1772264,False,2014,PG-13,771361163,40124605
The Saint,tt0120053,False,1997,PG-13,10410,1567200
Zero,tt6527426,False,2018,NR,0,0
Howards End,tt0104454,False,1992,PG,12158,133622
The Salvation,tt2720680,False,2014,R,771380369,40056214
6 Days,tt4703048,False,2017,R,771451855,54227413
He's Out There,tt4052050,False,2018,NR,0,0
Open Season,tt0400717,False,2006,PG,287865419,8484755
Security,tt3501112,False,2017,R,771447593,49279418
You Get Me,tt5539054,False,2017,NR,771473787,51241404
Mississippi Grind,tt2349144,False,2015,R,771411954,41863463
Last Night,tt1294688,False,2010,R,770813313,20692991
The Miracle,tt3138782,False,2015,NR,771410060,0
The Rum Diary,tt0376136,False,2011,R,0,12580152
In Darkness,tt5164184,False,2018,NR,0,0
Silent Hill: Revelation,tt0938330,False,2012,R,771305539,30045041
Look Who's Back,tt4176826,False,2015,NR,0,0
The Grandmaster,tt1462900,False,2013,PG-13,771323481,32963963
Stree,tt8108202,False,2018,NR,0,0
The Little Prince,tt1754656,False,2015,PG,0,0
Holidays,tt4419364,False,2016,NR,771439295,46751431
Lagaan,tt0169102,False,2001,PG,10306,381810
Good Kids,tt2170427,False,2016,R,771446860,47693019
On Body and Soul,tt5607714,False,2017,NR,771468583,52596967
Remember,tt3704050,False,2015,R,771423426,43387467
A Little Chaos,tt2639254,False,2015,R,771386449,39367139
Clouds of Sils Maria,tt2452254,False,2014,R,771379093,39577015
Man Up,tt3064298,False,2015,R,771409078,41828362
Brain on Fire,tt3704700,False,2017,PG-13,0,0
Thumper,tt5716380,False,2017,NR,771471390,55773405
The Angel,tt5968274,False,2018,NR,771497202,54649934
Cult of Chucky,tt3280262,False,2017,R,771474349,52784638
The Hurricane Heist,tt5360952,False,2018,NR,771484705,50539820
Butterfield 8,tt0053622,False,1960,PG,19813,193867
Bean: The Movie,tt0118689,False,1997,PG-13,12533,5079650
The Fundamentals of Caring,tt2452386,False,2016,NR,771435751,45355596
Loving Annabelle,tt0323120,False,2006,NR,351526458,9673848
Backcountry,tt2944198,False,2015,R,771387516,46237173
Starred Up,tt2567712,False,2013,R,771362216,40204622
The Men Who Stare at Goats,tt1234548,False,2009,R,770790932,23322195
16 Blocks,tt0450232,False,2006,PG-13,49248945,2190622
The Cincinnati Kid,tt0059037,False,1965,NR,18270,1949083
Little Evil,tt2937366,False,2017,NR,771476118,52250781
Good People,tt1361318,False,2014,R,771375825,0
Bushwick,tt4720702,False,2017,NR,771458970,48796575
The Bye Bye Man,tt4030600,False,2017,PG-13,771435378,48517595
Erased,tt1645155,False,2012,R,771315304,37206425
The Trust,tt3733774,False,2016,R,771439006,0
Miss Stevens,tt2693580,False,2016,NR,771439263,0
Nothing to Hide,tt7489816,False,2018,NR,0,0
Skyline,tt1564585,False,2010,PG-13,771203481,26949434
Swades,tt0367110,False,2004,NR,17544,1341089
Solomon Kane,tt0970452,False,2009,R,770682092,15938122
Mr. Church,tt4196848,False,2016,PG-13,771440874,44516918
Penelope,tt0472160,False,2006,PG,561680217,3875767
Manglehorn,tt2893490,False,2015,PG-13,771374722,39462019
The Ruthless,tt9239888,False,2019,NR,0,0
Chernobyl Diaries,tt1991245,False,2012,R,771269700,34882877
Kidnapping Stella,tt8613876,False,2019,NR,771510285,0
68 Kill,tt5189894,False,2018,NR,771470057,54426356
Sex Doll,tt4937564,False,2016,NR,771467903,0
Burning Cane,tt7358154,False,2019,NR,0,0
Same Kind of Different as Me,tt1230168,False,2017,PG-13,771401815,46376693
The Other Side of the Wind,tt0069049,False,2018,R,0,0
Message from the King,tt1712192,False,2017,R,771449338,51450400
Concussion,tt2296697,False,2013,R,771324987,38642734
Slow West,tt3205376,False,2015,R,771412099,41441948
Beneath the Leaves,tt4574654,False,2019,R,0,0
Hurricane,tt7515456,False,2018,NR,0,0
Head Count,tt7350614,False,2018,NR,0,0
Teenage Cocktail,tt1774591,False,2016,NR,771439150,0
Be Somebody,tt5512872,False,2016,NR,0,0
Slumlord,tt4392454,False,2015,NR,0,0
Occupation,tt6774786,False,2018,R,0,0
Exit Wounds,tt0242445,False,2001,R,13946,67442
Krisha,tt4266638,False,2016,R,771419159,46462916
Black Sea,tt2261331,False,2014,R,771359314,40198576
Goldstone,tt4911996,False,2016,NR,0,0
Inconceivable,tt3481634,False,2017,R,771470370,53187705
Gantz:O,tt5923962,False,2016,NR,771449356,50480319
The Most Hated Woman in America,tt4842646,False,2017,NR,771468132,50729951
The Young Offenders,tt4714568,False,2016,NR,771449571,51607142
Our Souls at Night,tt5034266,False,2017,NR,771446244,51586480
Small Crimes,tt5717492,False,2017,NR,771469825,53596986
Forgotten,tt7057496,False,2017,NR,0,0
Super Dark Times,tt5112578,False,2017,NR,771468248,54664720
Neon Genesis Evangelion: The End of Evangelion,tt0169858,False,1997,NR,0,1714278
Paid in Full,tt0259484,False,2002,R,13757,4576677
Cirque du Freak: The Vampire's Assistant,tt0450405,False,2009,PG-13,770767597,14421091
Middle School: The Worst Years of My Life,tt4981636,False,2016,PG,771434213,48800366
Mara,tt1773753,False,2018,NR,0,0
Wish I Was Here,tt2870708,False,2014,R,771357153,39443133
Holding the Man,tt3671542,False,2015,NR,0,0
The New Romantic,tt7456534,False,2018,NR,771491780,58324898
Lavender,tt4680980,False,2016,NR,771441436,51354725
OtherLife,tt4693358,False,2017,NR,771473998,55601138
Teenage Mutant Ninja Turtles,tt0453556,False,2007,PG,387555583,3260698
The Golem,tt8329290,False,2018,NR,0,0
Laggies,tt2034031,False,2014,R,771371920,39962337
Spy Kids: All the Time in the World,tt1517489,False,2011,PG,771036679,29384326
Our Idiot Brother,tt1637706,False,2011,R,771224856,28173585
Kill Command,tt2667380,False,2016,NR,771438192,51036297
Una,tt2315582,False,2017,R,0,0
The One I Love,tt2756032,False,2014,R,771371852,42664029
Bebe's Kids,tt0103783,False,1992,PG-13,10710,1380383
"Crouching Tiger, Hidden Dragon: Sword of Destiny",tt2652118,False,2016,PG-13,771390971,43989289
iBOY,tt3171832,False,2017,NR,771466913,7932133
ARQ,tt5640450,False,2016,NR,771448330,0
Drishyam,tt4430212,False,2015,NR,771421408,0
93 Days,tt5305246,False,2016,NR,0,0
Perfect Stranger,tt0457433,False,2007,R,462963908,2910322
SPF-18,tt7296862,False,2017,PG-13,0,0
Buster's Mal Heart,tt5173032,False,2017,NR,771433533,49507144
Like Water for Chocolate,tt0103994,False,1992,R,12906,15142854
Dog Eat Dog,tt4054654,False,2016,R,771443527,48970597
A Fortunate Man,tt8436026,False,2018,NR,0,0
Bad Day for the Cut,tt5653514,False,2017,NR,771467614,0
Shanghai Fortress,tt6628322,False,2019,NR,0,0
The Devil Inside,tt1560985,False,2012,R,771240536,33446226
Await Further Instructions,tt4971408,False,2018,NR,0,0
Alex Strangelove,tt5688996,False,2018,NR,0,0
Day of the Dead: Bloodline,tt3053228,False,2018,R,771488709,55861798
Clinical,tt5577742,False,2017,NR,0,0
Kung Fu Yoga,tt4217392,False,2017,NR,771458509,46719542
Revolt,tt3722614,False,2017,R,0,0
Apollo 18,tt1772240,False,2011,PG-13,771219507,29728734
The River Wild,tt0110997,False,1994,PG-13,11519,4189858
Suburra,tt4025514,False,2015,NR,771434469,48556906
Fullmetal Alchemist,tt5607028,False,2017,NR,771486107,51442564
Irreplaceable You,tt6119856,False,2018,NR,771490395,54024416
The Stranger,tt0038991,False,1946,NR,22708,1634305
Cop Car,tt3813310,False,2015,R,771412037,46293604
Under the Shadow,tt4273292,False,2016,PG-13,771437030,0
The Maus,tt5586362,False,2017,NR,0,0
Becoming Jane,tt0416508,False,2007,PG,460343705,3033993
The Company Men,tt1172991,False,2010,R,770820081,24228585
Seventeen,tt8988748,False,2019,NR,0,0
Bleach,tt5979872,False,2018,NR,771496498,51365981
Creep 2,tt3654796,False,2017,NR,771484831,51576851
The Debt Collector,tt7448180,False,2018,NR,771493292,0
No Reservations,tt0481141,False,2007,PG,684532133,10746393
Scorpion King: Book of Souls,tt7338690,False,2018,NR,0,0
Obvious Child,tt2910274,False,2014,R,771371895,41743909
Princess Cyd,tt6053440,False,2017,NR,0,0
Next Gen,tt7133686,False,2019,NR,771497167,58120108
Mine,tt3707104,False,2016,NR,771449312,51898408
The In-Laws,tt0314786,False,2003,PG-13,12128,8764467
Rang De Basanti,tt0405508,False,2006,NR,770721453,3748536
Big Kill,tt7730102,False,2018,NR,0,0
Rezort,tt3923662,False,2016,NR,0,0
The Butterfly's Dream,tt2608224,False,2013,NR,771350548,40454678
Cabin Fever,tt3832096,False,2016,NR,771430165,49270826
Walking Out,tt5420886,False,2017,PG-13,771467021,52941161
He Never Died,tt2386404,False,2015,R,771422145,46212346
The Christmas Project,tt5271120,False,2016,NR,0,0
G-Force,tt0436339,False,2009,PG,770796963,1022566
Mad Money,tt0951216,False,2008,PG-13,770680353,13439264
Uyare,tt9271408,False,2019,NR,0,0
The Breadwinner,tt3901826,False,2017,PG-13,771443582,46575900
Zindagi Na Milegi Dobara,tt1562872,False,2011,NR,771219440,29525315
Kon-Tiki,tt1613750,False,2012,PG-13,771315039,36801864
Murder Party,tt0878695,False,2007,NR,0,20638510
Small Town Crime,tt5751998,False,2018,R,0,0
Emelie,tt4503598,False,2016,NR,771417202,51701666
Shutter,tt0440803,False,2004,R,770783377,4877373
Camp X-Ray,tt2994190,False,2014,R,771371767,39961222
Dismissed,tt5039994,False,2017,NR,771485012,0
The Pass,tt5160154,False,2016,NR,0,0
Haunting on Fraternity Row,tt6089358,False,2018,NR,0,0
The Sea of Trees,tt3450900,False,2016,PG-13,0,0
The Eyes of My Mother,tt5225338,False,2016,R,771437053,49850809
Don't Think Twice,tt4972062,False,2016,R,771439288,47630975
American Heist,tt2923316,False,2014,R,771387764,40128848
All The Devil's Men,tt6012244,False,2018,NR,0,0
Superfly,tt0069332,False,1972,R,13397,195776
6 Souls,tt1179069,False,2010,R,770871384,18716405
5 to 7,tt2486678,False,2014,R,771378050,39424532
Dear Zindagi,tt5946128,False,2016,PG-13,0,0
Aftershock,tt1780762,False,2012,R,771315278,35997584
Handsome Devil,tt5016946,False,2017,NR,771449554,51403205
Dude,tt3458510,False,2018,NR,771434591,48952204
The Lovers,tt5770620,False,2017,R,771442839,51570892
Tune in for Love,tt10763618,False,2019,NR,0,0
The Lodgers,tt4399952,False,2017,NR,771484200,54003331
Aquarius,tt5221584,False,2016,NR,771443483,0
How to Be a Player,tt0119326,False,1997,R,22561,4191751
Blue Jay,tt5912454,False,2016,NR,771447808,0
Girls With Balls,tt4725842,False,2019,NR,0,0
Bad Genius,tt6788942,False,2017,NR,0,0
A Twelve Year Night,tt6792282,False,2018,NR,0,0
Under The Eiffel Tower,tt6251390,False,2019,NR,0,0
Junebug,tt0418773,False,2005,R,2769,3752653
Babam ve Oğlum,tt0476735,False,2005,NR,377627443,6550840
An American Tail: Fievel Goes West,tt0101329,False,1991,G,9878,1456329
Operation Red Sea,tt6878882,False,2018,NR,771490122,53108439
You Can't Fight Christmas,tt7281472,False,2017,NR,0,0
Life After Beth,tt2581244,False,2014,R,771371917,40038129
Mom,tt5690142,False,2017,NR,771470087,49646687
Son of a Gun,tt2452200,False,2014,R,771385999,38462798
The Jane Austen Book Club,tt0866437,False,2007,PG-13,770673355,13379536
Traitor,tt0988047,False,2008,PG-13,770767468,12213090
14 Cameras,tt7476438,False,2018,NR,0,0
The Basement,tt6118340,False,2018,NR,0,0
Don't Knock Twice,tt3622110,False,2017,R,771452144,0
A Kind of Murder,tt2726552,False,2016,R,771441626,49979269
The Humanity Bureau,tt6143568,False,2017,R,0,0
The End of the Tour,tt3416744,False,2015,R,771411936,42021511
True Memoirs of an International Assassin,tt1542768,False,2016,NR,0,0
Mary and the Witch's Flower,tt6336356,False,2017,NR,0,0
5 Flights Up,tt2933544,False,2014,PG-13,0,39483099
Skiptrace,tt2238032,False,2016,PG-13,771380952,39484957
Arthur,tt1334512,False,2011,PG-13,771190128,28485791
Jonathan,tt5639446,False,2018,NR,0,0
Illang: The Wolf Brigade,tt3967878,False,2018,NR,0,0
Furie,tt9412268,False,2019,NR,0,0
Wheelman,tt5723286,False,2017,NR,771476745,54977341
Other People,tt4158876,False,2016,NR,771435763,0
Breath,tt1553659,False,2017,NR,0,0
Kodachrome,tt1880399,False,2017,NR,771484188,54920177
Amateur,tt5580392,False,2018,NR,771491965,0
The Water Horse: Legend of the Deep,tt0760329,False,2007,PG,770726888,38816477
Lady Bloodfight,tt4327752,False,2016,R,771469935,0
Man of Tai Chi,tt2016940,False,2013,R,771263866,36307042
Night Moves,tt2043933,False,2014,R,771362046,38794302
Naked,tt6048930,False,2017,NR,771470606,53551214
Santa Claws,tt3922810,False,2014,NR,0,0
Maria,tt7594584,False,2019,NR,0,0
The Duel,tt2436682,False,2016,R,771442118,0
Much Loved,tt4685750,False,2015,NR,0,0
Wakefield,tt5195412,False,2017,R,771449074,48701305
Christine,tt4666726,False,2016,R,771436001,49169836
Jindua,tt5917052,False,2017,NR,0,0
Secuestro,tt4621630,False,2016,NR,771448241,0
